KEYBOARD_TYPE: tablet
PRACTICE_WORDS_PER_INPUT: 3
WORD_ORDER: [bale, coy, find, core, hailed, mans, sires, sicker, falls, sue, dipped, dubbed, tin, shier, tales]
KEYBOARD_TYPE: leapAirPinch
PRACTICE_WORDS_PER_INPUT: 11
WORD_ORDER: [jailed, games, fit, gale, fins, shift, gamma, mane, sure, soy, tipped, cores, finned, rocket, rim]
NUMBER_OF_TIMES_PLANE_BREACHED: [1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [2183.3303, 1716.572, 928.9935, 2283.826, 1260.5681, 1165.946, 1884.7178, 1704.6211, 1005.31165, 1641.3031, 1449.9011, 1183.9359, 1189.9971, 2033.7565, 1092.0189]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [2183.3303, 1716.572, 928.9935, 1838.1078, 1260.5681, 1165.946, 1884.7178, 1704.6211, 1005.31165, 1128.5564, 1449.9011, 1183.9359, 1189.9971, 2033.7565, 1092.0189]
TIME_DURATION_TOUCH_ONLY: [5.202405, 3.6173406, 2.4349217, 4.6678634, 3.0752368, 3.6058536, 3.804218, 3.150094, 2.4049911, 3.249423, 3.8834677, 2.6656034, 3.1041965, 4.084796, 2.2139647]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [5.202405, 3.6173406, 2.4349217, 4.178031, 3.0752368, 3.6058536, 3.804218, 3.150094, 2.4049911, 2.4204605, 3.8834677, 2.6656034, 3.1041965, 4.084796, 2.2139647]
AVERAGE_PIXEL_VELOCITY: [419.72086, 474.58078, 381.70325, 489.9412, 410.94183, 323.69046, 495.7926, 540.8995, 418.6921, 504.69586, 373.18057, 443.62915, 383.73035, 497.94574, 492.71878]
REACTION_TIME_FIRST_PRESSED: [2.1270385, 1.9839987, 2.1174645, 1.4171807, 1.7672482, 2.1007397, 2.0840845, 1.8506653, 1.6506488, 1.8006632, 1.7006108, 1.8173383, 1.8840196, 1.5672319, 2.567668]
REACTION_TIME_FIRST_TOUCH: [2.1270385, 1.9839987, 2.1174645, 1.4171807, 1.7672482, 2.1007397, 2.0840845, 1.8506653, 1.6506488, 1.8006632, 1.7006108, 1.8173383, 1.8840196, 1.5672319, 2.567668]
AVERAGE_REACTION_TIME_TO_ERRORS: [0.0, 0.0, 0.0, 2.7345083, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1842098, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [11.533128, 13.269417, 9.85658, 7.712308, 11.706416, 13.311688, 12.617574, 11.42823, 14.968871, 7.3859267, 15.450109, 18.00718, 19.328672, 14.688617, 10.8402815]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [11.533128, 13.269417, 9.85658, 8.6165, 11.706416, 13.311688, 12.617574, 11.42823, 14.968871, 9.915469, 15.450109, 18.00718, 19.328672, 14.688617, 10.8402815]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [9.823393, 10.711723, 7.907941, 7.8881927, 9.912267, 10.5141535, 10.189693, 9.598543, 11.83537, 7.128591, 12.893802, 13.3840685, 14.434016, 12.738791, 7.52881]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [9.823393, 10.711723, 7.907941, 8.578765, 9.912267, 10.5141535, 10.189693, 9.598543, 11.83537, 8.528535, 12.893802, 13.3840685, 14.434016, 12.738791, 7.52881]
ERROR_RATE_KSPC: [1.0, 1.0, 1.0, 1.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.6666666, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [0.0, 0.0, 0.0, 16.666668, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [13.333334]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [13.333334]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [13.333334]
TOTAL_ERROR_RATE: [0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [0.0, 0.0, 0.0, 16.666668, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [435.7807, 436.6375, 434.9768, 813.37286, 434.85495, 435.10507, 434.938, 435.5688, 434.55814, 619.0225, 437.5202, 436.2096, 435.51877, 435.80847, 438.23956]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [435.7807, 436.6375, 434.9768, 444.805, 434.85495, 435.10507, 434.938, 435.5688, 434.55814, 442.43723, 437.5202, 436.2096, 435.51877, 435.80847, 438.23956]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [435.7807, 436.6375, 434.9768, 444.805, 434.85495, 435.10507, 434.938, 435.5688, 434.55814, 442.43723, 437.5202, 436.2096, 435.51877, 435.80847, 438.23956]
