KEYBOARD_TYPE: controllerConsole
PRACTICE_WORDS_PER_INPUT: 5
WORD_ORDER: [pans, rub, shied, dubbed, tippee, calls, gapes, docker, fie, fibs]
KEYBOARD_TYPE: leapAirPinch
PRACTICE_WORDS_PER_INPUT: 12
WORD_ORDER: [gin, gaols, games, sue, rocker, find, yippee, kans, dunned, shire]
NUMBER_OF_TIMES_PLANE_BREACHED: [3, 1, 4, 1, 1, 1, 1, 1, 2, 3]
DISTANCE_TRAVELED_TOUCH_ONLY: [1390.9941, 1720.1803, 2607.2905, 1088.6683, 1784.5835, 1101.6993, 1177.7255, 1724.5737, 1295.9325, 1510.5095]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1390.9941, 1720.1803, 2607.2905, 1088.6683, 1784.5835, 1101.6993, 1177.7255, 1724.5737, 1295.9325, 1510.5095]
TIME_DURATION_TOUCH_ONLY: [3.2342684, 4.0863357, 4.837004, 1.9489266, 4.6535664, 2.9514585, 3.6188548, 3.8166912, 3.4853115, 3.265188]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [3.2342684, 4.0863357, 4.837004, 1.9489266, 4.6535664, 2.9514585, 3.6188548, 3.8166912, 3.4853115, 3.265188]
AVERAGE_HAND_VELOCITY: [10.803253, 5.8928065, 11.1312685, 9.139518, 5.3088617, 6.539044, 5.07811, 6.3172784, 8.498968, 11.046705]
AVERAGE_PIXEL_VELOCITY: [429.49387, 421.60324, 539.3295, 558.0935, 383.35092, 373.46344, 325.79755, 451.82043, 371.65884, 462.66403]
REACTION_TIME_FIRST_PRESSED: [1.0784764, 2.6177318, 2.9178886, 1.9674476, 2.200858, 2.9011776, 2.0842073, 2.8011773, 1.8173805, 2.1007693]
REACTION_TIME_FIRST_TOUCH: [1.0784764, 2.6177318, 2.9178886, 1.9674476, 2.200858, 2.9011776, 2.0842073, 2.8011773, 1.8173805, 2.1007693]
AVERAGE_REACTION_TIME_TO_ERRORS: [1.684052, 0.0, 4.0850725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [7.4205346, 11.746466, 9.923498, 12.314471, 12.893338, 12.197359, 16.579832, 9.432254, 17.215105, 14.700533]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [7.4205346, 11.746466, 9.923498, 12.314471, 12.893338, 12.197359, 16.579832, 9.432254, 17.215105, 14.700533]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [8.347352, 8.949791, 7.7370505, 9.192176, 10.504165, 8.201432, 12.624797, 7.253091, 13.57801, 11.1816025]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [8.347352, 8.949791, 7.7370505, 9.192176, 10.504165, 8.201432, 12.624797, 7.253091, 13.57801, 11.1816025]
ERROR_RATE_KSPC: [1.6666666, 1.0, 1.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.6666666, 1.0, 1.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [20.0, 0.0, 22.222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [20.0]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [0.0]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [20.0]
TOTAL_ERROR_RATE: [25.0, 0.0, 28.57143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [25.0, 0.0, 28.57143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [20.0, 0.0, 22.222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [484.60532, 377.0409, 486.67334, 383.9787, 379.11774, 361.03793, 380.47098, 366.95883, 354.47614, 364.06787]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [484.60532, 377.0409, 486.67334, 383.9787, 379.11774, 361.03793, 380.47098, 366.95883, 354.47614, 364.06787]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [375.6993, 377.0409, 419.94962, 383.9787, 379.11774, 361.03793, 380.47098, 366.95883, 354.47614, 364.06787]
